episode,timestep,reward
42,2000,-95.3404
87,4000,-86.6002
114,6000,-82.6877
155,8000,-105.0949
186,10000,-108.7993
223,12000,-107.2732
261,14000,-83.3308
294,16000,-93.1976
326,18000,-92.2073
350,20000,-109.2369
383,22000,-102.3541
408,24000,-102.1832
437,26000,-101.4448
449,28000,-139.9284
451,30000,-475.5759
453,32000,-474.9913
455,34000,-475.5546
457,36000,-500.4591
