episode,timestep,reward
26,2000,-104.1754
53,4000,-95.2395
78,6000,-95.6915
110,8000,-102.0423
125,10000,-82.9248
157,12000,-105.4417
175,14000,-116.6258
190,16000,-104.1894
202,18000,-106.2803
223,20000,-113.3198
242,22000,-82.7479
257,24000,-107.6665
277,26000,-104.7891
