episode,timestep,reward
18,2000,-106.2297
43,4000,-113.5389
66,6000,-111.6704
97,8000,-110.0749
125,10000,-94.6381
157,12000,-89.142
177,14000,-92.6337
204,16000,-114.7446
227,18000,-78.6976
260,20000,-80.2466
282,22000,-97.0079
308,24000,-112.3893
332,26000,-97.1393
361,28000,-104.1051
386,30000,-99.2323
403,32000,-107.466
425,34000,-106.9488
440,36000,-113.5363
467,38000,-85.8336
497,40000,-106.1924
